lemma,part_of_speech,synonyms
all-or-none,satellite,all-or-nothing
all-or-nothing,satellite,all-or-none
all-out,satellite,full-scale
all-powerful,satellite,almighty;omnipotent
all-purpose,satellite,general-purpose
all-round,satellite,all-around;well-rounded
all important,satellite,all-important;crucial;essential;of the essence
all in,satellite,beat;bushed;dead
all over,satellite,complete;concluded;ended;over;terminated
all over,adverb,over|everywhere;everyplace
all right,satellite,fine;o.k.;ok;okay;hunky-dory
all right,adverb,very well;fine;alright;OK|alright|okay;O.K.;alright
allantoid,satellite,sausage-shaped
alleged,verb,allege;aver;say
alleged,satellite,so-called;supposed
allegoric,satellite,allegorical
allegorical,satellite,allegoric
allelic,adjective,allelomorphic
allelomorphic,adjective,allelic
allergic,satellite,hypersensitive;hypersensitized;hypersensitised;sensitized;sensitised;supersensitive;supersensitized;supersensitised
alleviated,verb,relieve;alleviate;palliate;assuage|facilitate;ease;alleviate
alleviated,satellite,eased;relieved
alleviative,satellite,alleviatory;lenitive;mitigative;mitigatory;palliative
alleviatory,satellite,alleviative;lenitive;mitigative;mitigatory;palliative
allied,verb,ally
allied,adjective,Allied|Allied
allied,satellite,confederate;confederative
alligatored,verb,alligator
alligatored,satellite,cracked
allocable,satellite,allocatable;apportionable
allocatable,satellite,allocable;apportionable
allotropic,adjective,allotropical
allotropical,adjective,allotropic
allotted,verb,assign;allot;portion|accord;allot;grant|distribute;administer;mete out;deal;parcel out;lot;dispense;shell out;deal out;dish out;allot;dole out
allowable,adjective,permissible
alloyed,verb,debase;alloy|alloy
alluring,verb,tempt;allure
alluring,satellite,beguiling;enticing;tempting
almighty,noun,Godhead;Lord;Creator;Maker;Divine;God Almighty;Almighty;Jehovah
almighty,satellite,all-powerful;omnipotent
almond-shaped,satellite,amygdaliform;amygdaloid;amygdaloidal
alone,satellite,lone;lonely;solitary|only|unique;unequaled;unequalled;unparalleled
alone,adverb,entirely;exclusively;solely;only|solo;unaccompanied
aloof,satellite,distant;upstage
alpestrine,satellite,subalpine
alphabetic,adjective,alphabetical|alphabetical
alphabetical,adjective,alphabetic|alphabetic
alphabetised,verb,alphabetize;alphabetise
alphabetised,satellite,alphabetized
alphabetized,verb,alphabetize;alphabetise|alphabetize
alphabetized,satellite,alphabetised
alphameric,adjective,alphanumeric;alphanumerical;alphamerical
alphamerical,adjective,alphanumeric;alphanumerical;alphameric
alphanumeric,adjective,alphanumerical;alphameric;alphamerical
alphanumerical,adjective,alphanumeric;alphameric;alphamerical
alpine,adjective,Alpine
alright,adverb,all right|very well;fine;all right;OK|okay;O.K.;all right
alsatian,noun,Alsatian|German shepherd;German shepherd dog;German police dog
alsatian,adjective,Alsatian
altaic,noun,Altaic|Altaic;Altaic language
altaic,adjective,Altaic
alterative,satellite,curative;healing;remedial;sanative;therapeutic
altered,verb,change;alter;modify|change;alter;vary|alter|interpolate;alter;falsify|alter;neuter;spay;castrate
altered,satellite,neutered|adapted
alternate,noun,surrogate;replacement
alternate,verb,jump|understudy|interchange;tack;switch;flip;flip-flop|take turns
alternate,satellite,alternative;substitute|alternating
alternating,verb,alternate;jump|alternate|understudy;alternate|interchange;tack;switch;alternate;flip;flip-flop|alternate;take turns
alternating,satellite,alternate
alternative,noun,option;choice
alternative,satellite,alternate;substitute
alto,noun,contralto|countertenor
alto,satellite,contralto|countertenor
altruistic,adjective,selfless
alveolar,noun,alveolar consonant;dental consonant;dental
alveolate,satellite,faveolate;cavitied;honeycombed;pitted
amalgamate,verb,mix;mingle;commix;unify
amalgamate,satellite,amalgamated;coalesced;consolidated;fused
amalgamated,verb,mix;mingle;commix;unify;amalgamate
amalgamated,satellite,amalgamate;coalesced;consolidated;fused
amaranthine,satellite,unfading
amateur,satellite,recreational;unpaid|amateurish;inexpert;unskilled
amateurish,satellite,amateur;inexpert;unskilled
amative,satellite,amorous
amatory,satellite,amorous;romantic
amazed,verb,amaze;astonish;astound|perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound
amazed,satellite,astonied;astonished;astounded;stunned
amazing,verb,amaze;astonish;astound|perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound
amazing,satellite,astonishing|awe-inspiring;awesome;awful;awing
ambagious,satellite,circumlocutious;circumlocutory;periphrastic
amber,noun,gold
amber,satellite,brownish-yellow;yellow-brown
ambidextrous,adjective,two-handed
ambidextrous,satellite,deceitful;double-dealing;duplicitous;Janus-faced;two-faced;double-faced;double-tongued
ambiguous,adjective,equivocal
ambitionless,adjective,unambitious
ambitious,satellite,challenging
ambrosial,satellite,ambrosian;nectarous|ambrosian
ambrosian,adjective,Ambrosian
ambrosian,satellite,ambrosial;nectarous|ambrosial
ambulant,satellite,ambulatory
ambulatory,satellite,ambulant
ameban,adjective,amoebic;amebic;amoeban;amoebous;amebous
amebic,adjective,amoebic;amoeban;ameban;amoebous;amebous
ameboid,adjective,amoeboid
amebous,adjective,amoebic;amebic;amoeban;ameban;amoebous
ameliorating,verb,better;improve;amend;ameliorate;meliorate|better;improve;ameliorate;meliorate
ameliorating,satellite,ameliorative;amelioratory;meliorative
ameliorative,satellite,ameliorating;amelioratory;meliorative
amelioratory,satellite,ameliorating;ameliorative;meliorative
amenable,satellite,conformable|tractable
amendable,satellite,correctable
amended,verb,amend|better;improve;amend;ameliorate;meliorate|rectify;remediate;remedy;repair;amend
amenorrheal,adjective,amenorrheic;amenorrhoeic;amenorrhoeal
amenorrheic,adjective,amenorrhoeic;amenorrheal;amenorrhoeal
amenorrhoeal,adjective,amenorrheic;amenorrhoeic;amenorrheal
amenorrhoeic,adjective,amenorrheic;amenorrheal;amenorrhoeal
amentaceous,satellite,amentiferous
amentiferous,satellite,amentaceous
american,noun,American|American English;American language;American|American
american,adjective,American|American
amerind,noun,Amerind;Amerindian language;American-Indian language;American Indian;Indian
amerind,adjective,Indian;Amerind;Amerindic;Native American
amerindic,adjective,Indian;Amerind;Amerindic;Native American
ametabolic,adjective,ametabolous
ametabolous,adjective,ametabolic
amharic,noun,Amharic;Ethiopian language
amharic,adjective,Amharic
amiable,satellite,good-humored;good-humoured|affable;cordial;genial
amidship,adverb,amidships;midships
aminic,adjective,amino
amino,noun,amino group
amino,adjective,aminic
amiss,satellite,awry;haywire;wrong
amiss,adverb,awry|imperfectly
ammoniac,noun,gum ammoniac
ammoniac,adjective,ammoniacal
ammoniacal,adjective,ammoniac
ammoniated,verb,ammoniate
amnesiac,noun,amnesic
amnesiac,satellite,amnesic
amnesic,noun,amnesiac
amnesic,adjective,amnestic
amnesic,satellite,amnesiac
amnestic,adjective,amnesic
amnic,adjective,amniotic;amnionic
amnionic,adjective,amniotic;amnic
amniotic,adjective,amnionic;amnic
amoeban,adjective,amoebic;amebic;ameban;amoebous;amebous
amoebic,adjective,amebic;amoeban;ameban;amoebous;amebous
amoeboid,adjective,ameboid
amoebous,adjective,amoebic;amebic;amoeban;ameban;amebous
amok,satellite,amuck;berserk;demoniac;demoniacal;possessed
amok,adverb,amuck|amuck;murderously
amorous,satellite,amative|amatory;romantic
amorphous,satellite,formless;shapeless|unstructured|uncrystallized;uncrystallised
amphibian,noun,amphibious vehicle|amphibious aircraft
amphibian,adjective,amphibious
amphibiotic,satellite,semiaquatic
amphibious,adjective,amphibian
amphiprostylar,satellite,amphiprostyle;amphistylar;porticoed
amphiprostyle,satellite,amphiprostylar;amphistylar;porticoed
amphiprotic,adjective,amphoteric
amphistylar,satellite,amphiprostylar;amphiprostyle;porticoed
amphitheatric,adjective,amphitheatrical
amphitheatrical,adjective,amphitheatric
amphoteric,adjective,amphiprotic
ample,satellite,copious;plenteous;plentiful;rich|sizable;sizeable
ampullar,adjective,ampullary
ampullary,adjective,ampullar
amuck,satellite,amok;berserk;demoniac;demoniacal;possessed
amuck,adverb,amok|amok;murderously
amused,verb,amuse;divert;disport|amuse
amused,satellite,diverted;entertained
amusing,verb,amuse;divert;disport|amuse
amusing,satellite,amusive;diverting|comic;comical;funny;laughable;mirthful;risible
amusive,satellite,amusing;diverting
amygdaliform,satellite,almond-shaped;amygdaloid;amygdaloidal
amygdaloid,satellite,almond-shaped;amygdaliform;amygdaloidal
amygdaloidal,satellite,almond-shaped;amygdaliform;amygdaloid
amylaceous,satellite,starchlike;amyloid;amyloidal;farinaceous
amyloid,satellite,starchlike;amylaceous;amyloidal;farinaceous
amyloidal,satellite,starchlike;amylaceous;amyloid;farinaceous
anachronic,satellite,anachronous;anachronistic
anachronistic,satellite,anachronic;anachronous
anachronous,satellite,anachronic;anachronistic
anaemic,adjective,anemic
anaemic,satellite,anemic
anaerobic,adjective,anaerobiotic
anaerobiotic,adjective,anaerobic
anaesthetic,noun,anesthetic;anesthetic agent;anaesthetic agent
anaesthetic,adjective,anesthetic
anaesthetic,satellite,anesthetic
anaglyphic,adjective,anaglyphical;anaglyptic;anaglyptical
anaglyphical,adjective,anaglyphic;anaglyptic;anaglyptical
anaglyptic,adjective,anaglyphic;anaglyphical;anaglyptical
anaglyptical,adjective,anaglyphic;anaglyphical;anaglyptic
anagogic,adjective,anagogical
anagogical,adjective,anagogic
anagrammatic,adjective,anagrammatical
anagrammatical,adjective,anagrammatic
anal,adjective,anal retentive
anal retentive,adjective,anal
analgesic,noun,anodyne;painkiller;pain pill
analgesic,satellite,analgetic;anodyne
analgetic,satellite,analgesic;anodyne
analog,noun,analogue;parallel
analog,adjective,analogue;linear
analogous,satellite,correspondent
analogue,noun,analog;parallel
analogue,adjective,analog;linear
analphabetic,noun,analphabet
analphabetic,satellite,unlettered
analytic,adjective,analytical|uninflected|analytical
analytical,adjective,analytic|analytic
analyzable,satellite,decomposable
analyzed,verb,analyze;analyse;study;examine;canvass;canvas|analyze;analyse;break down;dissect;take apart|analyze;analyse|analyze;analyse;psychoanalyze;psychoanalyse
anapaestic,adjective,anapestic
anapestic,adjective,anapaestic
anarchic,satellite,anarchical;lawless
anarchical,satellite,anarchic;lawless
anastigmatic,adjective,stigmatic|stigmatic
anatomic,adjective,anatomical|anatomical
anatomical,noun,anatomical reference
anatomical,adjective,anatomic|anatomic
anatropous,adjective,inverted
ancestral,satellite,hereditary;patrimonial;transmissible
anchoritic,satellite,eremitic;eremitical;hermitic;hermitical
ancient,noun,antediluvian
ancillary,satellite,accessory;adjunct;adjuvant;appurtenant;auxiliary
andalusian,adjective,Andalusian
andean,adjective,Andean
andorran,noun,Andorran
andorran,adjective,Andorran
androgenetic,adjective,androgenous
androgenous,adjective,androgenetic
ane,satellite,one;1;i
anecdotal,satellite,anecdotic;anecdotical
anecdotic,satellite,anecdotal;anecdotical
anecdotical,satellite,anecdotic;anecdotal
anemic,satellite,anaemic
anemic,adjective,anaemic
anemometric,adjective,anemometrical
anemometrical,adjective,anemometric
anencephalic,adjective,anencephalous
anencephalous,adjective,anencephalic
aneroid,noun,aneroid barometer
anesthetic,noun,anaesthetic;anesthetic agent;anaesthetic agent
anesthetic,adjective,anaesthetic
anesthetic,satellite,anaesthetic
anestric,adjective,anestrous;anoestrous
anestrous,adjective,anestric;anoestrous
aneurismal,adjective,aneurysmal;aneurysmatic;aneurismatic
aneurismatic,adjective,aneurysmal;aneurismal;aneurysmatic
aneurysmal,adjective,aneurismal;aneurysmatic;aneurismatic
aneurysmatic,adjective,aneurysmal;aneurismal;aneurismatic
angelic,satellite,angelical;beatific;saintlike;saintly;sainted|angelical;cherubic;seraphic;sweet
angelic,adjective,angelical
angelical,adjective,angelic
angelical,satellite,angelic;cherubic;seraphic;sweet|angelic;beatific;saintlike;saintly;sainted
angered,verb,anger|anger;see red
angered,satellite,enraged;furious;infuriated;maddened
anginal,adjective,anginose;anginous
anginose,adjective,anginal;anginous
anginous,adjective,anginal;anginose
angiocarpic,adjective,angiocarpous
angiocarpous,adjective,angiocarpic
angled,verb,angle|lean;tilt;tip;slant;angle|fish;angle|angle|slant;angle;weight
anglican,noun,Anglican
anglican,adjective,Anglican
anglo-catholic,adjective,Anglo-catholic
anglo-indian,noun,Anglo-Indian
anglo-indian,adjective,Anglo-Indian
anglo-jewish,adjective,Anglo-Jewish
anglo-saxon,noun,Anglo-Saxon|Anglo-Saxon|Old English;Anglo-Saxon
anglo-saxon,adjective,Anglo-Saxon
anglophilic,adjective,Anglophilic
anglophobic,adjective,Anglophobic
angolan,noun,Angolan
angolan,adjective,Angolan
angry,satellite,furious;raging;tempestuous;wild
anguillan,noun,Anguillan
anguillan,adjective,Anguillan
anguished,verb,anguish|pain;anguish;hurt
anguished,satellite,tormented;tortured
angular,adjective,angulate
angulate,adjective,angular
animal,noun,animate being;beast;brute;creature;fauna
animal,satellite,carnal;fleshly;sensual
animate,verb,inspire;invigorate;enliven;exalt|animize;animise|enliven;liven;liven up;invigorate|recreate;reanimate;revive;renovate;repair;quicken;vivify;revivify
animate,adjective,sentient
animated,verb,inspire;animate;invigorate;enliven;exalt|animize;animise;animate|enliven;liven;liven up;invigorate;animate|animate;recreate;reanimate;revive;renovate;repair;quicken;vivify;revivify
animated,adjective,alive
animating,verb,inspire;animate;invigorate;enliven;exalt|animize;animise;animate|enliven;liven;liven up;invigorate;animate|animate;recreate;reanimate;revive;renovate;repair;quicken;vivify;revivify
animating,satellite,enlivening
animist,adjective,animistic
animistic,adjective,animist
anionic,noun,anionic detergent;non-ionic detergent
anisogamic,adjective,anisogamous
anisogamous,adjective,anisogamic
anisometric,satellite,unsymmetrical
ankle-deep,satellite,knee-deep
annelid,noun,annelid worm;segmented worm
annelid,adjective,annelidan
annelidan,adjective,annelid
annexal,adjective,adnexal
annihilated,verb,eliminate;annihilate;extinguish;eradicate;wipe out;decimate;carry off
annihilated,satellite,exterminated;wiped out
annihilating,verb,eliminate;annihilate;extinguish;eradicate;wipe out;decimate;carry off
annihilating,satellite,annihilative;devastating;withering|devastating;withering
annihilative,satellite,annihilating;devastating;withering
announced,verb,announce;denote|announce;declare|announce|announce;annunciate;harbinger;foretell;herald
announced,satellite,proclaimed
annoyed,verb,annoy;rag;get to;bother;get at;irritate;rile;nark;nettle;gravel;vex;chafe;devil
annoyed,satellite,irritated;miffed;nettled;peeved;pissed;pissed off;riled;roiled;steamed;stung|harassed;harried;pestered;vexed
annoying,noun,annoyance;irritation;vexation
